,number,type,bbox_x,lines,width,height,ext,colorspace,xres,yres,bpc,transform,size_x,image,__x,line_no,idx,idx_val,size_y,flags,font,color,ascender,descender,text,origin,bbox_y,__y,span_no,x0,y0,x1,y1
180,78,0,"(174.47999572753906, 584.0244140625, 207.3587188720703, 604.624755859375)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': '428,', 'origin': (174.47999572753906, 601.9199829101562), 'bbox': (174.47999572753906, 593.8643798828125, 190.17420959472656, 604.624755859375)}, {'size': 8.769857406616211, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' 434', 'origin': (190.1741943359375, 601.9199829101562), 'bbox': (190.1741943359375, 593.8643798828125, 207.3587188720703, 604.624755859375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (174.47999572753906, 593.8643798828125, 207.3587188720703, 604.624755859375)}",,,,,,,,,,,number,1,95,95,8.769857406616211,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,434,"(190.1741943359375, 601.9199829101562)","(190.1741943359375, 593.8643798828125, 207.3587188720703, 604.624755859375)",idx,1,190.1741943359375,593.8643798828125,207.3587188720703,604.624755859375
181,79,0,"(234.47999572753906, 131.1444091796875, 273.3491516113281, 141.90481567382812)","{'spans': [{'size': 8.570181846618652, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'Aeluropus', 'origin': (234.47999572753906, 139.20001220703125), 'bbox': (234.47999572753906, 131.1444091796875, 273.3491516113281, 141.90481567382812)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (234.47999572753906, 131.1444091796875, 273.3491516113281, 141.90481567382812)}",,,,,,,,,,,number,0,96,96,8.570181846618652,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Aeluropus,"(234.47999572753906, 139.20001220703125)","(234.47999572753906, 131.1444091796875, 273.3491516113281, 141.90481567382812)",idx,0,234.47999572753906,131.1444091796875,273.3491516113281,141.90481567382812
182,82,0,"(248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)","{'spans': [{'size': 8.656932830810547, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lagopoides', 'origin': (248.16000366210938, 147.83999633789062), 'bbox': (248.16000366210938, 139.7592010498047, 285.4617614746094, 150.21719360351562)}, {'size': 8.656932830810547, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.)', 'origin': (285.4617004394531, 147.83999633789062), 'bbox': (285.4617004394531, 139.78439331054688, 298.1596374511719, 150.5447998046875)}, {'size': 8.623368263244629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Druce', 'origin': (298.1596984863281, 147.83999633789062), 'bbox': (298.1596984863281, 139.78439331054688, 324.0210876464844, 150.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)}",,,,,,,,,,,number,0,97,97,8.656932830810547,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,lagopoides,"(248.16000366210938, 147.83999633789062)","(248.16000366210938, 139.7592010498047, 285.4617614746094, 150.21719360351562)",idx,0,248.16000366210938,139.7592010498047,285.4617614746094,150.21719360351562
183,82,0,"(248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)","{'spans': [{'size': 8.656932830810547, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lagopoides', 'origin': (248.16000366210938, 147.83999633789062), 'bbox': (248.16000366210938, 139.7592010498047, 285.4617614746094, 150.21719360351562)}, {'size': 8.656932830810547, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.)', 'origin': (285.4617004394531, 147.83999633789062), 'bbox': (285.4617004394531, 139.78439331054688, 298.1596374511719, 150.5447998046875)}, {'size': 8.623368263244629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Druce', 'origin': (298.1596984863281, 147.83999633789062), 'bbox': (298.1596984863281, 139.78439331054688, 324.0210876464844, 150.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)}",,,,,,,,,,,number,0,97,97,8.656932830810547,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,L.),"(285.4617004394531, 147.83999633789062)","(285.4617004394531, 139.78439331054688, 298.1596374511719, 150.5447998046875)",idx,1,285.4617004394531,139.78439331054688,298.1596374511719,150.5447998046875
184,82,0,"(248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)","{'spans': [{'size': 8.656932830810547, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lagopoides', 'origin': (248.16000366210938, 147.83999633789062), 'bbox': (248.16000366210938, 139.7592010498047, 285.4617614746094, 150.21719360351562)}, {'size': 8.656932830810547, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' L.)', 'origin': (285.4617004394531, 147.83999633789062), 'bbox': (285.4617004394531, 139.78439331054688, 298.1596374511719, 150.5447998046875)}, {'size': 8.623368263244629, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Druce', 'origin': (298.1596984863281, 147.83999633789062), 'bbox': (298.1596984863281, 139.78439331054688, 324.0210876464844, 150.5447998046875)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 139.7592010498047, 324.0210876464844, 150.5447998046875)}",,,,,,,,,,,number,0,97,97,8.623368263244629,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Druce,"(298.1596984863281, 147.83999633789062)","(298.1596984863281, 139.78439331054688, 324.0210876464844, 150.5447998046875)",idx,2,298.1596984863281,139.78439331054688,324.0210876464844,150.5447998046875
185,84,0,"(247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'littoralis (Gouan)', 'origin': (247.9199981689453, 157.44000244140625), 'bbox': (247.9199981689453, 149.3843994140625, 314.6094055175781, 160.14480590820312)}, {'size': 8.339765548706055, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Pari.', 'origin': (314.6094055175781, 157.44000244140625), 'bbox': (314.6094055175781, 149.3843994140625, 337.1346130371094, 160.14480590820312)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)}",,,,,,,,,,,number,0,98,98,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,littoralis,"(247.9199981689453, 157.44000244140625)","(247.9199981689453, 149.3843994140625, 314.6094055175781, 160.14480590820312)",idx,0,247.9199981689453,149.3843994140625,314.6094055175781,160.14480590820312
186,84,0,"(247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'littoralis (Gouan)', 'origin': (247.9199981689453, 157.44000244140625), 'bbox': (247.9199981689453, 149.3843994140625, 314.6094055175781, 160.14480590820312)}, {'size': 8.339765548706055, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Pari.', 'origin': (314.6094055175781, 157.44000244140625), 'bbox': (314.6094055175781, 149.3843994140625, 337.1346130371094, 160.14480590820312)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)}",,,,,,,,,,,number,0,98,98,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,(Gouan),"(247.9199981689453, 157.44000244140625)","(247.9199981689453, 149.3843994140625, 314.6094055175781, 160.14480590820312)",idx,0,247.9199981689453,149.3843994140625,314.6094055175781,160.14480590820312
187,84,0,"(247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'littoralis (Gouan)', 'origin': (247.9199981689453, 157.44000244140625), 'bbox': (247.9199981689453, 149.3843994140625, 314.6094055175781, 160.14480590820312)}, {'size': 8.339765548706055, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Pari.', 'origin': (314.6094055175781, 157.44000244140625), 'bbox': (314.6094055175781, 149.3843994140625, 337.1346130371094, 160.14480590820312)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.9199981689453, 149.3843994140625, 337.1346130371094, 160.14480590820312)}",,,,,,,,,,,number,0,98,98,8.339765548706055,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Pari.,"(314.6094055175781, 157.44000244140625)","(314.6094055175781, 149.3843994140625, 337.1346130371094, 160.14480590820312)",idx,1,314.6094055175781,149.3843994140625,337.1346130371094,160.14480590820312
188,86,0,"(234.47999572753906, 161.3843994140625, 275.7571105957031, 172.14480590820312)","{'spans': [{'size': 8.589097023010254, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'AgropyrQn', 'origin': (234.47999572753906, 169.44000244140625), 'bbox': (234.47999572753906, 161.3843994140625, 275.7571105957031, 172.14480590820312)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (234.47999572753906, 161.3843994140625, 275.7571105957031, 172.14480590820312)}",,,,,,,,,,,number,0,99,99,8.589097023010254,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,AgropyrQn,"(234.47999572753906, 169.44000244140625)","(234.47999572753906, 161.3843994140625, 275.7571105957031, 172.14480590820312)",idx,0,234.47999572753906,161.3843994140625,275.7571105957031,172.14480590820312
189,87,0,"(248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'aucheri Boiss.', 'origin': (248.39999389648438, 178.79998779296875), 'bbox': (248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)}",,,,,,,,,,,number,0,100,100,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,aucheri,"(248.39999389648438, 178.79998779296875)","(248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)",idx,0,248.39999389648438,170.744384765625,300.6636047363281,181.50479125976562
190,87,0,"(248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'aucheri Boiss.', 'origin': (248.39999389648438, 178.79998779296875), 'bbox': (248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)}",,,,,,,,,,,number,0,100,100,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Boiss.,"(248.39999389648438, 178.79998779296875)","(248.39999389648438, 170.744384765625, 300.6636047363281, 181.50479125976562)",idx,0,248.39999389648438,170.744384765625,300.6636047363281,181.50479125976562
191,89,0,"(248.16000366210938, 180.55921936035156, 321.7562561035156, 199.98480224609375)","{'spans': [{'size': 8.635510444641113, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'buonapartis', 'origin': (248.39999389648438, 188.6400146484375), 'bbox': (248.39999389648438, 180.55921936035156, 290.48883056640625, 191.0172119140625)}, {'size': 8.635510444641113, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Spreng.', 'origin': (290.4888000488281, 188.6400146484375), 'bbox': (290.4888000488281, 180.58441162109375, 321.7562561035156, 191.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 180.55921936035156, 321.7562561035156, 191.34481811523438)}",,,,,,,,,,,number,0,101,101,8.635510444641113,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,buonapartis,"(248.39999389648438, 188.6400146484375)","(248.39999389648438, 180.55921936035156, 290.48883056640625, 191.0172119140625)",idx,0,248.39999389648438,180.55921936035156,290.48883056640625,191.0172119140625
192,89,0,"(248.16000366210938, 180.55921936035156, 321.7562561035156, 199.98480224609375)","{'spans': [{'size': 8.635510444641113, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'buonapartis', 'origin': (248.39999389648438, 188.6400146484375), 'bbox': (248.39999389648438, 180.55921936035156, 290.48883056640625, 191.0172119140625)}, {'size': 8.635510444641113, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Spreng.', 'origin': (290.4888000488281, 188.6400146484375), 'bbox': (290.4888000488281, 180.58441162109375, 321.7562561035156, 191.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 180.55921936035156, 321.7562561035156, 191.34481811523438)}",,,,,,,,,,,number,0,101,101,8.635510444641113,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Spreng.,"(290.4888000488281, 188.6400146484375)","(290.4888000488281, 180.58441162109375, 321.7562561035156, 191.34481811523438)",idx,1,290.4888000488281,180.58441162109375,321.7562561035156,191.34481811523438
193,89,0,"(248.16000366210938, 180.55921936035156, 321.7562561035156, 199.98480224609375)","{'spans': [{'size': 8.553823471069336, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'distans', 'origin': (248.16000366210938, 197.27999877929688), 'bbox': (248.16000366210938, 189.19920349121094, 272.5057373046875, 199.65719604492188)}, {'size': 8.553823471069336, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' C. Koch', 'origin': (272.5057067871094, 197.27999877929688), 'bbox': (272.5057067871094, 189.22439575195312, 307.20013427734375, 199.98480224609375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 189.19920349121094, 307.20013427734375, 199.98480224609375)}",,,,,,,,,,,number,1,102,102,8.553823471069336,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,distans,"(248.16000366210938, 197.27999877929688)","(248.16000366210938, 189.19920349121094, 272.5057373046875, 199.65719604492188)",idx,0,248.16000366210938,189.19920349121094,272.5057373046875,199.65719604492188
194,89,0,"(248.16000366210938, 180.55921936035156, 321.7562561035156, 199.98480224609375)","{'spans': [{'size': 8.553823471069336, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'distans', 'origin': (248.16000366210938, 197.27999877929688), 'bbox': (248.16000366210938, 189.19920349121094, 272.5057373046875, 199.65719604492188)}, {'size': 8.553823471069336, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' C. Koch', 'origin': (272.5057067871094, 197.27999877929688), 'bbox': (272.5057067871094, 189.22439575195312, 307.20013427734375, 199.98480224609375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 189.19920349121094, 307.20013427734375, 199.98480224609375)}",,,,,,,,,,,number,1,102,102,8.553823471069336,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,C.,"(272.5057067871094, 197.27999877929688)","(272.5057067871094, 189.22439575195312, 307.20013427734375, 199.98480224609375)",idx,1,272.5057067871094,189.22439575195312,307.20013427734375,199.98480224609375
195,89,0,"(248.16000366210938, 180.55921936035156, 321.7562561035156, 199.98480224609375)","{'spans': [{'size': 8.553823471069336, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'distans', 'origin': (248.16000366210938, 197.27999877929688), 'bbox': (248.16000366210938, 189.19920349121094, 272.5057373046875, 199.65719604492188)}, {'size': 8.553823471069336, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' C. Koch', 'origin': (272.5057067871094, 197.27999877929688), 'bbox': (272.5057067871094, 189.22439575195312, 307.20013427734375, 199.98480224609375)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 189.19920349121094, 307.20013427734375, 199.98480224609375)}",,,,,,,,,,,number,1,102,102,8.553823471069336,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Koch,"(272.5057067871094, 197.27999877929688)","(272.5057067871094, 189.22439575195312, 307.20013427734375, 199.98480224609375)",idx,1,272.5057067871094,189.22439575195312,307.20013427734375,199.98480224609375
196,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.469807624816895, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'elongatum', 'origin': (248.39999389648438, 206.6400146484375), 'bbox': (248.39999389648438, 198.58441162109375, 288.4588317871094, 209.34481811523438)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' (Host) Beauv.', 'origin': (288.45880126953125, 206.6400146484375), 'bbox': (288.45880126953125, 198.58441162109375, 345.54461669921875, 209.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 198.58441162109375, 345.54461669921875, 209.34481811523438)}",,,,,,,,,,,number,0,103,103,8.469807624816895,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,elongatum,"(248.39999389648438, 206.6400146484375)","(248.39999389648438, 198.58441162109375, 288.4588317871094, 209.34481811523438)",idx,0,248.39999389648438,198.58441162109375,288.4588317871094,209.34481811523438
197,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.469807624816895, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'elongatum', 'origin': (248.39999389648438, 206.6400146484375), 'bbox': (248.39999389648438, 198.58441162109375, 288.4588317871094, 209.34481811523438)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' (Host) Beauv.', 'origin': (288.45880126953125, 206.6400146484375), 'bbox': (288.45880126953125, 198.58441162109375, 345.54461669921875, 209.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 198.58441162109375, 345.54461669921875, 209.34481811523438)}",,,,,,,,,,,number,0,103,103,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,(Host),"(288.45880126953125, 206.6400146484375)","(288.45880126953125, 198.58441162109375, 345.54461669921875, 209.34481811523438)",idx,1,288.45880126953125,198.58441162109375,345.54461669921875,209.34481811523438
198,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.469807624816895, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'elongatum', 'origin': (248.39999389648438, 206.6400146484375), 'bbox': (248.39999389648438, 198.58441162109375, 288.4588317871094, 209.34481811523438)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' (Host) Beauv.', 'origin': (288.45880126953125, 206.6400146484375), 'bbox': (288.45880126953125, 198.58441162109375, 345.54461669921875, 209.34481811523438)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.39999389648438, 198.58441162109375, 345.54461669921875, 209.34481811523438)}",,,,,,,,,,,number,0,103,103,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Beauv.,"(288.45880126953125, 206.6400146484375)","(288.45880126953125, 198.58441162109375, 345.54461669921875, 209.34481811523438)",idx,1,288.45880126953125,198.58441162109375,345.54461669921875,209.34481811523438
199,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'junceum (L.) Beauv.', 'origin': (247.1999969482422, 216.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}",,,,,,,,,,,number,1,104,104,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,junceum,"(247.1999969482422, 216.0)","(247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)",idx,0,247.1999969482422,207.94439697265625,328.5047912597656,218.70480346679688
200,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'junceum (L.) Beauv.', 'origin': (247.1999969482422, 216.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}",,,,,,,,,,,number,1,104,104,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,(L.),"(247.1999969482422, 216.0)","(247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)",idx,0,247.1999969482422,207.94439697265625,328.5047912597656,218.70480346679688
201,91,0,"(247.1999969482422, 198.58441162109375, 345.54461669921875, 218.70480346679688)","{'spans': [{'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'junceum (L.) Beauv.', 'origin': (247.1999969482422, 216.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)}",,,,,,,,,,,number,1,104,104,8.399999618530273,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Beauv.,"(247.1999969482422, 216.0)","(247.1999969482422, 207.94439697265625, 328.5047912597656, 218.70480346679688)",idx,0,247.1999969482422,207.94439697265625,328.5047912597656,218.70480346679688
202,93,0,"(248.16000366210938, 218.7191925048828, 310.614013671875, 229.50479125976562)","{'spans': [{'size': 8.655465126037598, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lasianthum', 'origin': (248.16000366210938, 226.79998779296875), 'bbox': (248.16000366210938, 218.7191925048828, 288.0889892578125, 229.17718505859375)}, {'size': 8.655465126037598, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Boiss.', 'origin': (288.0889892578125, 226.79998779296875), 'bbox': (288.0889892578125, 218.744384765625, 310.614013671875, 229.50479125976562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 218.7191925048828, 310.614013671875, 229.50479125976562)}",,,,,,,,,,,number,0,105,105,8.655465126037598,6,Times-Italic,0,0.9620000123977661,-0.28299999237060547,lasianthum,"(248.16000366210938, 226.79998779296875)","(248.16000366210938, 218.7191925048828, 288.0889892578125, 229.17718505859375)",idx,0,248.16000366210938,218.7191925048828,288.0889892578125,229.17718505859375
203,93,0,"(248.16000366210938, 218.7191925048828, 310.614013671875, 229.50479125976562)","{'spans': [{'size': 8.655465126037598, 'flags': 6, 'font': 'Times-Italic', 'color': 0, 'ascender': 0.9620000123977661, 'descender': -0.28299999237060547, 'text': 'lasianthum', 'origin': (248.16000366210938, 226.79998779296875), 'bbox': (248.16000366210938, 218.7191925048828, 288.0889892578125, 229.17718505859375)}, {'size': 8.655465126037598, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Boiss.', 'origin': (288.0889892578125, 226.79998779296875), 'bbox': (288.0889892578125, 218.744384765625, 310.614013671875, 229.50479125976562)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (248.16000366210938, 218.7191925048828, 310.614013671875, 229.50479125976562)}",,,,,,,,,,,number,0,105,105,8.655465126037598,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,Boiss.,"(288.0889892578125, 226.79998779296875)","(288.0889892578125, 218.744384765625, 310.614013671875, 229.50479125976562)",idx,1,288.0889892578125,218.744384765625,310.614013671875,229.50479125976562
204,95,0,"(247.9199981689453, 228.34439086914062, 319.8634033203125, 248.70480346679688)","{'spans': [{'size': 8.449623107910156, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': 'libanoticum', 'origin': (247.9199981689453, 236.39999389648438), 'bbox': (247.9199981689453, 228.34439086914062, 293.6709899902344, 239.10479736328125)}, {'size': 8.399999618530273, 'flags': 4, 'font': 'Times-Roman', 'color': 0, 'ascender': 0.9589999914169312, 'descender': -0.32199999690055847, 'text': ' Hack.', 'origin': (293.6709899902344, 236.39999389648438), 'bbox': (293.6709899902344, 228.34439086914062, 319.8634033203125, 239.10479736328125)}], 'wmode': 0, 'dir': (1.0, 0.0), 'bbox': (247.9199981689453, 228.34439086914062, 319.8634033203125, 239.10479736328125)}",,,,,,,,,,,number,0,106,106,8.449623107910156,4,Times-Roman,0,0.9589999914169312,-0.32199999690055847,libanoticum,"(247.9199981689453, 236.39999389648438)","(247.9199981689453, 228.34439086914062, 293.6709899902344, 239.10479736328125)",idx,0,247.9199981689453,228.34439086914062,293.6709899902344,239.10479736328125
